,Street,DayOfWeek,City,Hour,Month,Temperature(F),Weather_Condition,Humidity(%),Visibility(mi),Precipitation(in),High_Risk_Prediction,High_Risk_Probability
6016369,I-5 N,Tuesday,Olympia,13,6,65.0,Mostly Cloudy,65.0,10.0,0.0,1,0.614047619047619
2201092,I-5 N,Saturday,Seattle,11,3,44.1,Scattered Clouds,58.0,10.0,0.007711515863689778,1,0.88
1921265,Pioneer St,Friday,Ridgefield,9,8,61.0,Mostly Cloudy,78.0,10.0,0.0,1,0.615
7528140,I-5 S,Monday,Milton,9,4,50.0,Mostly Cloudy,76.0,10.0,0.007711515863689778,1,0.78
7575191,I-5 N,Saturday,Tacoma,17,2,42.6,Mostly Cloudy,71.0,10.0,0.007711515863689778,1,0.8
7649754,WA-512 E,Tuesday,Tacoma,14,8,83.7,Clear,42.0,9.0,0.007711515863689778,1,0.53
2709756,I-405 N,Monday,Bothell,10,7,75.0,Clear,50.0,10.0,0.007711515863689778,1,0.79
435902,Golden Given Rd E,Sunday,Tacoma,5,4,35.2,Partly Cloudy,99.0,10.0,0.007711515863689778,1,0.63
7443092,Corliss Ave N,Friday,Seattle,23,12,45.0,Overcast,97.0,10.0,0.007711515863689778,1,0.535
2092101,E Roanoke St,Tuesday,Seattle,15,5,60.0,Light Rain,69.0,10.0,0.0,1,0.588
3852000,I-405 S,Monday,Bellevue,18,2,53.42461092745979,Fair,73.0435668434273,9.0,0.0,1,0.6546666666666667
2493739,S 104th Pl,Sunday,Seattle,18,10,55.9,Overcast,77.0,10.0,0.0,1,0.57
7020725,I-5 S,Saturday,Seattle,13,6,64.0,Mostly Cloudy,50.0,10.0,0.0,1,0.93
7503782,I-405 S,Sunday,Renton,14,8,64.0,Overcast,65.0,10.0,0.007711515863689778,1,0.72
3348588,I-5 N,Friday,Tacoma,13,8,87.4,Clear,43.0,8.0,0.007711515863689778,1,0.81
1992558,I-405 N,Friday,Renton,11,8,73.0,Cloudy,71.0,10.0,0.0,1,0.6573333333333332
5599086,I-5 S,Friday,Kent,9,11,48.0,Mostly Cloudy,83.0,10.0,0.0,1,0.66
5681068, S Sunset Acres Rd,Wednesday,Othello,18,12,32.0,Cloudy,85.0,10.0,0.0,1,0.5666666666666668
7235145,I-5 N,Monday,Tacoma,10,1,48.0,Light Rain / Windy,100.0,7.0,0.0,1,0.72
1697593,I-405 S,Tuesday,Renton,18,12,43.0,Fog,89.0,2.0,0.0,1,0.66
309140,I-5 N,Monday,Seattle,10,10,53.42461092745979,Light Rain,73.0435668434273,10.0,0.14,1,0.75
1435951,I-5 S,Thursday,Seattle,1,7,57.0,Cloudy,77.0,10.0,0.0,1,0.8113333333333332
7653150, Highway 162 E,Tuesday,South Prairie,23,8,59.0,Overcast,94.0,10.0,0.007711515863689778,1,0.51
7416305,I-5 N,Friday,Kent,6,1,46.0,Mostly Cloudy,73.0,10.0,0.007711515863689778,1,0.785
7402639, Lake City Way NE,Friday,Seattle,21,2,39.0,Overcast,86.0,10.0,0.007711515863689778,1,0.69
3931148,I-405 N,Tuesday,Renton,11,6,57.0,Cloudy,59.0,10.0,0.0,1,0.79
1434548,Nulle Rd,Wednesday,Bellingham,10,7,54.0,Light Rain,90.0,3.0,0.02,1,0.69
1566056,I-405 S,Sunday,Renton,9,1,42.0,Light Rain,85.0,9.0,0.02,1,0.71
2687090,Rainier Ave S,Tuesday,Seattle,16,7,75.0,Scattered Clouds,41.0,10.0,0.007711515863689778,1,0.71
6091987,I-90 W,Friday,Issaquah,12,7,71.0,Fair,66.0,9.0,0.0,1,0.59
6349844,State Highway 240,Thursday,Richland,17,2,53.0,Blowing Dust / Windy,35.0,10.0,0.0,1,0.71
6558822,WA-520 W,Monday,Seattle,2,12,43.0,Mostly Cloudy,89.0,10.0,0.0,1,0.6508809523809523
4039861, SE 380th St,Thursday,Auburn,10,12,40.0,Mostly Cloudy,70.0,10.0,0.0,1,0.74
2687088,I-405 N,Tuesday,Bothell,15,7,69.1,Scattered Clouds,54.0,10.0,0.007711515863689778,1,0.89
2181528,I-405 N,Friday,Renton,8,4,50.0,Fair,77.0,10.0,0.0,1,0.76
5528757,I-5 N,Friday,Arlington,11,8,63.0,,75.0,10.0,0.0,1,0.515
311737,NE 30th St,Wednesday,Renton,8,8,63.0,Mostly Cloudy,81.0,10.0,0.007711515863689778,1,0.6025
2276596,I-405 N,Thursday,Renton,1,2,33.1,Clear,89.0,10.0,0.007711515863689778,1,0.8
2838759,I-5 S,Friday,Tacoma,6,5,51.8,Overcast,100.0,10.0,0.007711515863689778,1,0.76
3600357,I-405 S,Saturday,Renton,19,4,53.1,Light Rain,74.0,9.0,0.0,1,0.51
3246464,I-5 N,Thursday,Seattle,11,10,53.1,Light Rain,93.0,5.0,0.02,1,0.7758333333333333
1480018,S King St,Thursday,Seattle,19,6,76.0,Fair,46.0,10.0,0.0,1,0.99
2280865,9th Ave NE,Saturday,Seattle,23,2,37.0,Overcast,89.0,10.0,0.007711515863689778,1,0.55
7380600,I-405 S,Tuesday,Bothell,9,3,55.9,Clear,30.0,10.0,0.007711515863689778,1,0.76
435962,Talbot Rd S,Wednesday,Renton,9,4,52.0,Overcast,93.0,10.0,0.01,1,0.87
4524249,I-5 N,Wednesday,Seattle,15,11,47.0,Mostly Cloudy,77.0,10.0,0.0,1,0.745
5938326,I-5 S,Friday,Tacoma,9,11,47.0,Mostly Cloudy,82.0,10.0,0.0,1,0.53
1258295,E 39th St,Friday,Vancouver,7,11,50.0,Light Rain,80.0,10.0,0.14,1,0.6433333333333333
6296508,I-5 N,Friday,Federal Way,0,2,47.0,Cloudy,83.0,10.0,0.0,1,0.5733333333333334
2828304,I-5 N,Monday,Seattle,3,5,55.0,Overcast,80.0,10.0,0.007711515863689778,1,0.93
845784,I-405 N,Wednesday,Renton,18,10,53.0,Light Rain,77.0,5.0,0.0,1,0.67
3639629,I-5 N,Friday,Tacoma,6,7,52.5,Mostly Cloudy,100.0,10.0,0.007711515863689778,1,0.835
2862251,E John St,Sunday,Seattle,15,4,51.8,Overcast,76.0,10.0,0.007711515863689778,1,0.6
3243801,172nd St NE,Wednesday,Arlington,17,10,59.0,Light Rain,90.0,10.0,0.02,1,0.51
3536938,I-5 S,Thursday,Seattle,8,8,64.0,Scattered Clouds,75.0,10.0,0.007711515863689778,1,0.8
1358558,I-90 E,Sunday,Bellevue,23,8,59.0,Cloudy,75.0,10.0,0.0,1,0.7625
1602330,I-405 N,Saturday,Bothell,17,1,49.0,Cloudy,90.0,10.0,0.0,1,0.85
2768936,WA-512 E,Saturday,Lakewood,5,6,55.6,Overcast,100.0,3.0,0.0,1,0.64
994779,I-405 N,Tuesday,Bothell,9,6,59.0,Fair,72.0,10.0,0.0,1,0.5186666666666667
2981903,WA-18 E,Monday,Federal Way,6,2,46.9,Overcast,83.0,10.0,0.007711515863689778,1,0.68
7412935, State Route 2,Saturday,Sultan,22,1,46.0,Clear,54.0,10.0,0.007711515863689778,1,0.565
1113865,I-5 S,Thursday,Kelso,4,3,29.0,Fair,96.0,10.0,0.0,1,0.8575
780099,NE 124th St,Tuesday,Kirkland,11,12,45.0,Patches of Fog,58.0,1.0,0.0,1,0.74
7430325, S Holden St,Sunday,Seattle,16,12,43.0,Light Rain,86.0,9.0,0.06,1,0.66
1637821,I-405 N,Thursday,Renton,11,2,43.0,Cloudy,82.0,10.0,0.1,1,0.555
3171081,I-405 N,Sunday,Renton,2,11,50.0,Overcast,77.0,10.0,0.0,1,0.68
941519,WA-509 S,Sunday,Seattle,4,8,68.0,Fair,70.0,10.0,0.0,1,0.73
3023416,108th Ave NE,Sunday,Bellevue,19,2,37.9,Mostly Cloudy,73.0,10.0,0.007711515863689778,1,0.67
7134061,I-5 S,Friday,Seattle,21,4,57.0,Fair,57.0,10.0,0.0,1,0.73
4556663,I-5 S,Thursday,Seattle,11,6,60.0,Partly Cloudy,64.0,10.0,0.0,1,0.605
3266458,I-405 N,Monday,Bellevue,7,10,42.1,Clear,92.0,10.0,0.007711515863689778,1,0.92
2641203,I-405 N,Thursday,Renton,6,8,61.0,Overcast,87.0,10.0,0.007711515863689778,1,0.85
7667692,I-405 S,Tuesday,Renton,12,4,64.0,Mostly Cloudy,45.0,10.0,0.0,1,0.855
1324838,S 30th St,Saturday,Tacoma,5,10,57.0,Light Rain,89.0,10.0,0.02,1,0.66
2326119,I-5 N,Monday,Seattle,7,1,34.0,Clear,85.0,10.0,0.007711515863689778,1,0.71
2376126,I-5 S,Friday,Tacoma,2,12,21.4,Clear,100.0,10.0,0.007711515863689778,1,0.91
1208181,I-5 N,Wednesday,Everett,7,12,33.0,Fair,78.0,10.0,0.0,1,0.56
886131,I-5 N,Friday,Dupont,7,9,52.0,Light Drizzle,88.0,10.0,0.0,1,0.73
3515876,I-5 S,Friday,Seattle,4,12,34.0,Overcast,89.0,9.0,0.01,1,0.55
6942070,I-5 S,Saturday,Lakewood,14,5,54.0,Light Rain,94.0,6.0,0.0,1,0.62
7444789,I-5 N,Wednesday,Seattle,9,10,55.0,Overcast,80.0,10.0,0.007711515863689778,1,0.74
2285250,I-5 S,Tuesday,Seattle,14,2,42.1,Overcast,82.0,10.0,0.0,1,0.725
7494490,I-5 N,Wednesday,Seattle,16,8,75.0,Partly Cloudy,46.0,10.0,0.007711515863689778,1,0.84
396116,I-405 N,Thursday,Bothell,15,3,51.1,Mostly Cloudy,54.0,10.0,0.007711515863689778,1,0.8325
7564934,I-405 S,Friday,Bothell,15,2,51.1,Overcast,92.0,3.0,0.007711515863689778,1,0.6025
310823,41st St,Wednesday,Everett,19,9,55.0,Clear,64.0,10.0,0.007711515863689778,1,0.92
7495241, 96th St S,Friday,Lakewood,12,8,68.0,Overcast,69.0,10.0,0.007711515863689778,1,0.6
3221761,I-5 S,Sunday,Seattle,2,10,48.9,Clear,93.0,10.0,0.007711515863689778,1,0.84
1201158,Boren Ave,Wednesday,Seattle,12,12,45.0,Light Rain,100.0,10.0,0.0,1,0.52
3532057,I-90 E,Tuesday,Bellevue,7,10,53.1,Light Rain,96.0,10.0,0.01,1,0.6533333333333333
2268375,I-5 S,Sunday,Seattle,22,2,36.0,Overcast,86.0,10.0,0.007711515863689778,1,0.88
2106005,I-5 S,Tuesday,Bellingham,15,5,64.0,Partly Cloudy,63.0,10.0,0.0,1,0.8825
1377959,Banner Way NE,Wednesday,Seattle,16,7,82.0,Fair,35.0,10.0,0.0,1,0.74
6562600,I-5 S,Saturday,Seattle,23,11,47.0,Cloudy,83.0,10.0,0.0,1,0.71
1847774,I-5 N,Tuesday,Marysville,8,10,35.0,Partly Cloudy,96.0,10.0,0.0,1,0.7166666666666666
2320204,I-405 S,Thursday,Bothell,18,1,48.0,Partly Cloudy,89.0,10.0,0.007711515863689778,1,0.86
3597440,I-405 N,Saturday,Seattle,23,4,42.1,Scattered Clouds,79.0,10.0,0.007711515863689778,1,0.705
3598986,WA-14 W,Wednesday,Vancouver,19,4,50.0,Light Rain,89.0,10.0,0.05,1,0.56
4636903,I-5 S,Sunday,Woodland,1,8,63.0,Fair,75.0,10.0,0.0,1,0.7115
3532776,148th Ave NE,Thursday,Bellevue,12,10,62.1,Scattered Clouds,58.0,10.0,0.007711515863689778,1,0.62
1601311,I-405 N,Friday,Kirkland,10,1,50.0,Cloudy,86.0,10.0,0.0,1,0.5975
4201723,I-5 S,Friday,Olympia,15,9,68.0,Fair,50.0,10.0,0.0,1,0.62
5365918,NE 44th St,Tuesday,Renton,16,8,88.0,Fair,37.0,10.0,0.0,1,0.5808333333333333
3211751,I-405 N,Tuesday,Renton,7,10,43.0,Clear,97.0,10.0,0.007711515863689778,1,0.7933333333333334
1653746,WA-518 E,Sunday,Seattle,2,2,42.0,Cloudy,89.0,10.0,0.0,1,0.5983333333333333
2714518,Port of Tacoma Rd,Wednesday,Tacoma,14,7,88.7,Clear,35.0,10.0,0.007711515863689778,1,0.63
7632467,I-90 E,Tuesday,Mercer Island,8,9,64.0,Mostly Cloudy,84.0,10.0,0.007711515863689778,1,0.93
7171309,WA-520 E,Monday,Redmond,21,1,31.0,Light Snow,85.0,5.0,0.0,1,0.51
1736983,I-5 N,Thursday,Auburn,18,10,54.0,Partly Cloudy,40.0,10.0,0.0,1,0.541
7174256,I-5 N,Wednesday,Mount Vernon,6,1,36.0,Cloudy,67.0,10.0,0.0,1,0.79
308391,I-5 S,Tuesday,Olympia,18,1,34.0,Clear,79.0,10.0,0.007711515863689778,1,0.735
3937479, NE Tolt Hill Rd,Sunday,Carnation,13,9,70.0,Fair,46.0,10.0,0.0,1,0.5751666666666667
1982053,I-5 N,Sunday,Arlington,12,7,73.0,Fair,53.0,10.0,0.0,1,0.775
308748,I-5 N,Tuesday,Seattle,10,1,37.9,Overcast,86.0,10.0,0.007711515863689778,1,0.885
1214032,Marvin Rd NE,Friday,Olympia,7,12,43.0,Light Rain,100.0,10.0,0.0,1,0.5166666666666667
7485512,I-90 E,Wednesday,Mercer Island,8,9,57.0,Overcast,83.0,10.0,0.007711515863689778,1,0.7307499999999999
2399038,I-405 N,Thursday,Lynnwood,18,12,43.0,Clear,80.0,10.0,0.007711515863689778,1,0.7879999999999999
308794,S 56th St,Wednesday,Tacoma,11,1,41.0,Overcast,100.0,10.0,0.007711515863689778,1,0.84
7555594,I-405 N,Tuesday,Bellevue,16,3,50.0,Light Rain,89.0,10.0,0.03,1,0.93
4462893,US-2 E,Wednesday,Spokane,17,6,74.0,Partly Cloudy,30.0,10.0,0.0,1,0.5266666666666666
3627953, N 46th St,Friday,Seattle,14,6,64.9,Mostly Cloudy,61.0,10.0,0.007711515863689778,1,0.62
547598,WA-99 N,Sunday,Seattle,4,7,67.0,Fair,73.0,10.0,0.0,1,0.51
2995099,I-5 N,Sunday,Seattle,1,2,36.0,Clear,89.0,10.0,0.007711515863689778,1,0.7
2287889,I-5 N,Wednesday,Seattle,7,2,37.9,Overcast,83.0,10.0,0.007711515863689778,1,0.895
3260726,I-5 N,Thursday,Vancouver,12,10,69.1,Clear,51.0,10.0,0.007711515863689778,1,0.8566666666666666
307571,I-5 N,Wednesday,Lynnwood,10,12,30.0,Clear,82.0,10.0,0.007711515863689778,1,0.75
3538717,I-5 S,Thursday,Olympia,3,8,55.0,Clear,77.0,10.0,0.007711515863689778,1,0.9
5800733,I-405 N,Sunday,Kirkland,17,3,39.0,Light Rain,89.0,10.0,0.05,1,0.82
2610745,I-5 S,Wednesday,Seattle,16,8,75.9,Clear,48.0,10.0,0.007711515863689778,1,0.77
1531616,I-5 N,Wednesday,Seattle,5,3,40.0,Light Rain,89.0,8.0,0.01,1,0.64
2709741,Front St N,Monday,Issaquah,5,7,63.0,Clear,72.0,10.0,0.007711515863689778,1,0.61
2068574,WA-512 W,Friday,Lakewood,12,6,66.0,Mostly Cloudy,64.0,10.0,0.0,1,0.77
1346323,I-5 S,Saturday,Dupont,12,10,47.0,Mostly Cloudy,67.0,10.0,0.0,1,0.87
7385915, Lake City Way NE,Saturday,Seattle,0,3,46.9,Clear,74.0,10.0,0.007711515863689778,1,0.65
3611275,I-5 S,Tuesday,Mountlake Terrace,11,5,46.0,Overcast,83.0,10.0,0.0,1,0.765
1406100,I-5 S,Friday,Everett,16,8,68.0,Mostly Cloudy,56.0,10.0,0.0,1,0.62
1396155,NE 45th St,Thursday,Seattle,13,7,84.0,Fair,31.0,10.0,0.0,1,0.61
3541760, State Route 20,Tuesday,Oak Harbor,9,6,57.9,Overcast,75.0,10.0,0.007711515863689778,1,0.62
7345536,I-5 S,Monday,Dupont,10,9,60.0,Cloudy,95.0,10.0,0.0,1,0.788452380952381
3193664,I-5 N,Thursday,Marysville,14,11,50.0,Overcast,93.0,10.0,0.01,1,0.7933333333333333
7450866,I-5 N,Sunday,Seattle,2,11,36.0,Mostly Cloudy,93.0,4.0,0.007711515863689778,1,0.755
311661,I-405 N,Friday,Renton,22,8,64.0,Clear,63.0,10.0,0.007711515863689778,1,0.8933333333333333
709560,NE 45th St,Monday,Seattle,12,2,50.0,Mostly Cloudy,77.0,10.0,0.0,1,0.73
4265129,I-5 N,Sunday,Kalama,2,4,41.0,Fair,89.0,10.0,0.0,1,0.5208333333333334
2096819,I-5 S,Thursday,Tacoma,7,5,55.0,Light Rain,100.0,2.0,0.01,1,0.8
2950814,WA-512 W,Wednesday,Lakewood,15,3,58.1,Scattered Clouds,53.0,10.0,0.007711515863689778,1,0.59
1496837,I-5 S,Monday,Tacoma,3,6,52.0,Cloudy,94.0,10.0,0.0,1,0.76
2599794,I-5 S,Wednesday,Everett,5,9,52.0,Clear,97.0,10.0,0.007711515863689778,1,0.7591666666666668
2930304,S Boeing Access Rd,Monday,Seattle,15,3,72.0,Clear,23.0,10.0,0.007711515863689778,1,0.71
1212449,I-405 N,Saturday,Bellevue,13,12,46.0,Cloudy,83.0,5.0,0.0,1,0.63
3612630,I-5 S,Tuesday,Seattle,16,5,75.9,Partly Cloudy,45.0,10.0,0.007711515863689778,1,0.605
309016,E Denny Way,Wednesday,Seattle,10,10,54.0,Light Rain,100.0,4.0,0.12,1,0.57
4386241, Oyster Creek Ln,Tuesday,Bow,20,1,45.0,Cloudy,100.0,9.0,0.0,1,0.667
3149859,State Highway 529,Tuesday,Marysville,7,10,28.9,Clear,96.0,9.0,0.007711515863689778,1,0.67
1627034,I-5 S,Friday,Tacoma,8,2,50.0,Cloudy,100.0,9.0,0.0,1,0.775
3577263,I-5 S,Wednesday,Federal Way,6,2,50.0,Light Rain,96.0,3.0,0.06,1,0.7
2473633,I-405 N,Tuesday,Renton,5,11,55.0,Light Rain,86.0,9.03798932831721,0.0,1,0.73
563844,164th St SW,Wednesday,Lynnwood,10,7,62.0,Fair,65.0,10.0,0.0,1,0.8508333333333334
512069,I-5 N,Wednesday,Lakewood,17,7,82.4,Clear,46.0,10.0,0.007711515863689778,1,0.7866666666666667
453653,I-5 N,Sunday,Kent,16,5,55.0,Mostly Cloudy,69.0,10.0,0.01,1,0.79
2070209,I-5 N,Sunday,Seattle,18,6,78.0,Fair,29.0,10.0,0.0,1,0.7475
3039464,Lake Washington Blvd NE,Friday,Kirkland,3,1,45.0,Light Rain,97.0,7.0,0.03,1,0.605
6480695,I-5 N,Saturday,Tacoma,2,1,41.0,Light Rain,85.0,10.0,0.03,1,0.77
1447411,Boren Ave,Wednesday,Seattle,15,6,64.0,Mostly Cloudy,46.0,10.0,0.0,1,0.72
453610,I-405 N,Friday,Renton,23,5,46.9,Overcast,97.0,10.0,0.0,1,0.69
6178178,I-5 S,Saturday,Seattle,11,7,70.0,Mostly Cloudy,59.0,10.0,0.0,1,0.79
6949925,I-5 N,Wednesday,Seattle,15,6,65.0,Mostly Cloudy,47.0,10.0,0.0,1,1.0
2896826,I-5 N,Monday,Olympia,23,4,45.3,Clear,82.0,10.0,0.007711515863689778,1,0.674
7669322,I-5 S,Monday,Ferndale,3,5,50.0,Fair,83.0,10.0,0.0,1,0.85
6440128,Aurora Ave N,Sunday,Seattle,4,1,39.0,Mostly Cloudy,100.0,10.0,0.0,1,0.74
7572209,I-5 S,Sunday,Lynnwood,0,2,33.1,Light Rain,100.0,10.0,0.01,1,0.765
7670004,I-90 W,Tuesday,Seattle,20,5,66.0,Partly Cloudy,45.0,10.0,0.0,1,0.71
7721648,Interstate Bridge,Thursday,Vancouver,1,8,65.0,Cloudy,73.0,10.0,0.0,1,0.6848333333333332
5181599,I-5 S,Thursday,Bellingham,8,9,56.0,Fair,90.0,10.0,0.0,1,0.5166666666666666
435950,S 56th St,Tuesday,Tacoma,18,4,51.8,Overcast,62.0,10.0,0.007711515863689778,1,0.7416666666666667
1628423,E Roanoke St,Sunday,Seattle,13,2,47.0,Partly Cloudy,63.0,10.0,0.0,1,0.73
5383127,I-5 N,Friday,Seattle,10,9,64.0,Cloudy,67.0,10.0,0.0,1,0.7708333333333335
3519099,I-5 N,Friday,Arlington,15,12,39.2,Scattered Clouds,65.0,10.0,0.007711515863689778,1,0.5966666666666667
3524587,I-405 N,Wednesday,Bothell,15,11,54.0,Overcast,86.0,10.0,0.007711515863689778,1,0.93
4142701,I-5 N,Monday,Olympia,18,3,45.0,Light Rain,93.0,4.0,0.11,1,0.77
7608600,I-5 S,Thursday,Seattle,12,11,48.9,Light Rain,86.0,8.0,0.03,1,0.86
794611,I-5 S,Thursday,Fife,2,11,41.0,Light Rain,100.0,10.0,0.0,1,0.59
2018558,I-405 N,Friday,Bothell,12,8,66.0,Mostly Cloudy,68.0,10.0,0.0,1,0.8
2850608,I-405 N,Monday,Bellevue,15,4,53.6,Mostly Cloudy,38.0,10.0,0.007711515863689778,1,0.74
7190411,I-90 W,Monday,Ellensburg,8,1,31.0,Fair,85.0,10.0,0.0,1,0.69
1107177,I-5 S,Wednesday,Seattle,22,3,49.0,Fair,64.0,10.0,0.0,1,0.89
2537525,Rainier Ave S,Friday,Seattle,17,10,59.0,Overcast,69.0,10.0,0.007711515863689778,1,0.65
4037032,US Highway 12,Wednesday,Randle,7,7,55.0,Cloudy,88.0,8.0,0.0,1,0.84
2360393,I-405 N,Wednesday,Bellevue,6,1,32.0,Clear,88.0,10.0,0.007711515863689778,1,0.88
3369209,220th St SW,Tuesday,Mountlake Terrace,11,8,63.0,Clear,65.0,10.0,0.007711515863689778,1,0.92
309623,I-5 N,Sunday,Everett,20,11,52.0,Overcast,80.0,10.0,0.0,1,0.82
2331542,I-90 W,Wednesday,Bellevue,8,1,36.0,Overcast,86.0,7.0,0.007711515863689778,1,0.7833333333333333
7034933, S 348th St,Friday,Federal Way,21,6,57.0,Cloudy,81.0,10.0,0.0,1,0.63
2987554,I-5 N,Wednesday,Tacoma,5,2,45.1,Overcast,100.0,10.0,0.007711515863689778,1,0.95
962293,I-5 N,Sunday,Seattle,6,7,57.0,Fair,89.0,10.0,0.0,1,0.75
1749191,I-5 S,Wednesday,Seattle,7,10,51.0,Light Rain,86.0,8.0,0.04,1,0.77
1073781,I-90 W,Wednesday,Spokane,12,4,58.0,Fair,25.0,10.0,0.0,1,0.57
2357972,I-405 N,Tuesday,Bellevue,8,1,39.9,Clear,70.0,10.0,0.007711515863689778,1,0.73
3600584,Cedar Ave S,Tuesday,Renton,7,5,46.9,Overcast,90.0,10.0,0.007711515863689778,1,0.75
7725467,I-5 N,Saturday,Mount Vernon,0,8,63.0,Cloudy,82.0,10.0,0.0,1,0.71
4531226,I-5 S,Friday,Seattle,18,4,49.0,Cloudy,71.0,10.0,0.0,1,0.6635
7380580,I-5 S,Tuesday,Seattle,1,3,53.1,Clear,35.0,10.0,0.007711515863689778,1,0.8033333333333332
4930297,I-405 N,Thursday,Bellevue,15,4,52.0,Mostly Cloudy,66.0,10.0,0.0,1,0.565
817430,Gravelly Lake Dr SW,Tuesday,Lakewood,18,11,43.0,Partly Cloudy,93.0,10.0,0.0,1,0.586
3230051,I-5 N,Wednesday,Tacoma,6,10,40.1,Mostly Cloudy,100.0,10.0,0.007711515863689778,1,0.9093333333333333
804101,I-405 N,Thursday,Bellevue,9,11,45.0,Partly Cloudy,74.0,10.0,0.0,1,0.89
2466706,I-5 S,Friday,Seattle,3,11,46.0,Rain,86.0,6.0,0.05,1,0.62
4656444,I-5 S,Saturday,Auburn,10,12,42.0,Rain,92.0,1.0,0.07,1,0.51
2076900,I-5 S,Monday,Seattle,0,5,57.0,Fair,64.0,10.0,0.0,1,0.762
4040507,I-405 S,Wednesday,Bellevue,13,9,74.0,Fair,35.0,5.0,0.0,1,0.61
657057,I-5 N,Wednesday,Seattle,14,3,51.0,Light Rain,92.0,10.0,0.01,1,0.93
6961612,S 324th St,Tuesday,Federal Way,19,5,67.0,Mostly Cloudy,49.0,10.0,0.0,1,0.5141666666666667
3299168,I-5 N,Thursday,Olympia,14,9,71.4,Clear,38.0,10.0,0.007711515863689778,1,0.67
7402908,I-5 N,Friday,Marysville,23,2,36.0,Overcast,97.0,10.0,0.0,1,0.71
1295322,S 38th St,Friday,Tacoma,18,9,66.0,Thunder,83.0,10.0,0.0,1,0.64
7560311, NE Oak View Dr,Friday,Vancouver,12,3,44.1,Overcast,73.0,10.0,0.007711515863689778,1,0.79
3626387,I-90 W,Friday,Bellevue,15,6,71.1,Partly Cloudy,45.0,10.0,0.007711515863689778,1,0.87
2238514,188th St SW,Saturday,Lynnwood,12,3,55.9,Clear,64.0,10.0,0.007711515863689778,1,0.78
3290564,I-5 N,Monday,Mountlake Terrace,15,9,77.0,Clear,34.0,10.0,0.007711515863689778,1,0.83
1324843,I-5 N,Saturday,Tacoma,8,10,55.0,Light Rain,92.0,10.0,0.03,1,0.88
2789305,WA-14 W,Wednesday,Vancouver,17,5,73.0,Clear,41.0,10.0,0.007711515863689778,1,0.56
822388,I-5 N,Friday,Dupont,9,11,47.0,Mostly Cloudy,82.0,10.0,0.0,1,0.59
7598146,I-90 E,Wednesday,Mercer Island,9,12,44.1,Mostly Cloudy,76.0,10.0,0.007711515863689778,1,0.9366666666666668
1042542,I-90 E,Monday,Spokane,16,5,64.0,Fair,27.0,10.0,0.0,1,0.67
490545,I-5 N,Thursday,Seattle,15,6,62.1,Light Rain,96.0,3.0,0.02,1,0.774
7536103,I-5 S,Tuesday,Lakewood,14,5,73.2,Clear,58.0,10.0,0.007711515863689778,1,0.7833333333333334
7454814,I-90 W,Saturday,Spokane,2,11,32.0,Clear,88.0,8.0,0.007711515863689778,1,0.82
1354735,I-5 S,Thursday,Seattle,14,10,59.0,Mostly Cloudy,64.0,10.0,0.0,1,0.75
7697322,I-5 S,Monday,Arlington,5,8,46.0,Fog,100.0,0.5,0.0,1,0.68
7048567,WA-512 E,Thursday,Lakewood,16,6,76.0,Fair,39.0,10.0,0.0,1,0.55
7416300,I-5 N,Friday,Kent,6,1,48.0,Overcast,68.0,10.0,0.007711515863689778,1,0.95
312245,S 228th St,Saturday,Kent,18,8,66.0,Scattered Clouds,60.0,10.0,0.007711515863689778,1,0.57
2292878,I-5 S,Friday,Federal Way,17,2,39.9,Overcast,83.0,10.0,0.007711515863689778,1,0.71
7621023, NE Redmond Fall City Rd,Wednesday,Redmond,9,10,48.9,Overcast,77.0,10.0,0.007711515863689778,1,0.81
2756734,I-5 N,Sunday,Tacoma,4,6,53.2,Clear,99.0,10.0,0.007711515863689778,1,0.785
7549123,I-90 E,Thursday,Seattle,8,4,61.0,Clear,54.0,10.0,0.007711515863689778,1,0.7766666666666666
7420928, US Highway 2,Friday,Leavenworth,22,1,30.0,Clear,85.0,10.0,0.007711515863689778,1,0.87
2594213,I-5 S,Monday,Vancouver,6,9,45.0,Scattered Clouds,100.0,10.0,0.007711515863689778,1,0.8475
7501475,I-5 S,Tuesday,Everett,5,8,69.1,Smoke,65.0,5.0,0.007711515863689778,1,0.84
2902275,I-5 N,Thursday,Seattle,6,4,54.0,Clear,69.0,10.0,0.007711515863689778,1,0.6
396161,S 128th St,Saturday,Seattle,18,3,44.1,Overcast,73.0,10.0,0.007711515863689778,1,0.58
453727,I-405 N,Thursday,Bothell,15,5,60.1,Overcast,55.0,10.0,0.007711515863689778,1,0.77
5356132,I-5 S,Sunday,Olympia,15,2,50.0,Light Rain,93.0,6.0,0.05,1,0.7875
7501957,I-405 S,Wednesday,Bellevue,10,8,72.0,Haze,48.0,2.5,0.007711515863689778,1,0.72
4193633, US Highway 2,Saturday,Leavenworth,18,9,68.0,Fair,49.0,10.0,0.0,1,0.9234166666666666
4613712,I-5 S,Saturday,Seattle,11,1,43.0,Mostly Cloudy,82.0,10.0,0.0,1,0.66
809429,Sammamish River Trl,Sunday,Bothell,21,11,57.0,Cloudy / Windy,93.0,6.0,0.0,1,0.6825
3580161,I-405 S,Monday,Bellevue,15,3,41.0,Scattered Clouds,73.0,10.0,0.007711515863689778,1,0.8125
